Open in Excel for Better user experience.,,,,,,,,,,,,,,,,,,,
Optimal Strategy Training,,,,,,,Random Strategy Training,,,,,,,Menace to Menace Strategy Training,,,,,
Time Stamp,Count,Menace Wins,Menace Lose,Draws,Result,,Time Stamp,Count,Menace Wins,Menace Lose,Draws,Result,,Time Stamp,Count,Menace Wins,Menace Lose,Draws,Result
Fri Apr 22 00:34:29 EDT 2022,2775,0,47,2727, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2774,2470,127,10175, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2774,11119,208,11444, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2776,0,47,2728, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2775,2471,127,10175, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2775,11120,208,11444, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2777,0,47,2729, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2776,2472,127,10175, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2776,11121,208,11444, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2778,0,47,2730, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2777,2473,127,10175, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2777,11121,208,11445, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2779,0,47,2731, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2778,2474,127,10175, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2778,11122,208,11445, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2780,0,47,2732, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2779,2474,127,10176, HumanWins,,Fri Apr 22 00:34:38 EDT 2022,2779,11122,208,11446, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2781,0,47,2733, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2780,2474,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2780,11123,208,11446, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2782,0,47,2734, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2781,2475,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2781,11124,208,11446, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2783,0,47,2735, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2782,2476,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2782,11124,208,11447, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2784,0,47,2736, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2783,2477,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2783,11125,208,11447, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2785,0,47,2737, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2784,2478,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2784,11125,208,11448, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2786,0,47,2738, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2785,2479,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2785,11126,208,11448, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2787,0,47,2739, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2786,2480,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2786,11127,208,11448, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2788,0,47,2740, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2787,2481,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2787,11128,208,11448, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2789,0,47,2741, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2788,2482,128,10176, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2788,11129,208,11448, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2790,0,47,2742, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2789,2483,128,10176, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2789,11130,208,11448, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2791,0,47,2743, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2790,2483,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2790,11131,208,11448, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2792,0,47,2744, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2791,2484,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2791,11132,208,11448, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2793,0,47,2745, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2792,2485,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2792,11132,208,11449, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2794,0,47,2746, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2793,2486,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2793,11133,208,11449, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2795,0,47,2747, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2794,2487,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2794,11134,208,11449, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2796,0,47,2748, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2795,2488,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2795,11135,208,11449, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2797,0,47,2749, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2796,2489,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2796,11136,208,11449, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2798,0,47,2750, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2797,2490,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2797,11137,208,11449, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2799,0,47,2751, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2798,2491,128,10177, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2798,11137,208,11450, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2800,0,47,2752, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2799,2492,128,10177, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2799,11138,208,11450, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2801,0,47,2753, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2800,2492,128,10178, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2800,11138,208,11451, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2802,0,47,2754, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2801,2493,128,10178, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2801,11139,208,11451, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2803,0,47,2755, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2802,2494,128,10178, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2802,11139,208,11452, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2804,0,47,2756, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2803,2495,128,10178, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2803,11140,208,11452, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2805,0,47,2757, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2804,2496,128,10178, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2804,11141,208,11452, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2806,0,47,2758, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2805,2497,128,10178, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2805,11141,208,11453, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2807,0,47,2759, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2806,2498,128,10178, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2806,11142,208,11453, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2808,0,47,2760, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2807,2499,128,10178, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2807,11142,208,11454, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2809,0,47,2761, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2808,2499,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2808,11142,208,11455, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2810,0,47,2762, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2809,2500,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2809,11143,208,11455, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2811,0,47,2763, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2810,2501,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2810,11144,208,11455, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2812,0,47,2764, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2811,2502,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2811,11144,208,11456, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2813,0,47,2765, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2812,2503,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2812,11145,208,11456, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2814,0,47,2766, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2813,2504,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2813,11146,208,11456, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2815,0,47,2767, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2814,2505,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2814,11146,208,11457, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2816,0,47,2768, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2815,2506,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2815,11147,208,11457, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2817,0,47,2769, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2816,2507,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2816,11148,208,11457, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2818,0,47,2770, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2817,2508,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2817,11149,208,11457, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2819,0,47,2771, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2818,2509,128,10179, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2818,11150,208,11457, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2820,0,47,2772, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2819,2510,128,10179, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2819,11150,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2821,0,47,2773, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2820,2510,128,10180, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2820,11151,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2822,0,47,2774, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2821,2510,128,10181, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2821,11152,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2823,0,47,2775, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2822,2511,128,10181, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2822,11153,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2824,0,47,2776, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2823,2512,128,10181, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2823,11154,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2825,0,47,2777, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2824,2513,128,10181, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2824,11155,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2826,0,47,2778, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2825,2514,128,10181, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2825,11156,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2827,0,47,2779, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2826,2515,128,10181, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2826,11157,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2828,0,47,2780, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2827,2516,128,10181, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2827,11158,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2829,0,47,2781, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2828,2517,128,10181, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2828,11159,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2830,0,47,2782, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2829,2517,128,10182, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2829,11160,208,11458, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2831,0,47,2783, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2830,2518,128,10182, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2830,11161,208,11458, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2832,0,47,2784, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2831,2518,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2831,11161,208,11459, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2833,0,47,2785, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2832,2519,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2832,11161,208,11460, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2834,0,47,2786, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2833,2520,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2833,11162,208,11460, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2835,0,47,2787, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2834,2521,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2834,11162,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2836,0,47,2788, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2835,2522,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2835,11163,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2837,0,47,2789, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2836,2523,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2836,11164,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2838,0,47,2790, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2837,2524,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2837,11165,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2839,0,47,2791, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2838,2525,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2838,11166,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2840,0,47,2792, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2839,2526,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2839,11167,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2841,0,47,2793, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2840,2527,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2840,11168,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2842,0,47,2794, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2841,2528,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2841,11169,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2843,0,47,2795, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2842,2529,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2842,11170,208,11461, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2844,0,47,2796, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2843,2530,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2843,11171,208,11461, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2845,0,47,2797, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2844,2531,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2844,11171,208,11462, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2846,0,47,2798, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2845,2532,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2845,11172,208,11462, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2847,0,47,2799, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2846,2533,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2846,11173,208,11462, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2848,0,47,2800, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2847,2534,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2847,11174,208,11462, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2849,0,47,2801, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2848,2535,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2848,11175,208,11462, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2850,0,47,2802, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2849,2536,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2849,11176,208,11462, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2851,0,47,2803, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2850,2537,128,10183, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2850,11177,208,11462, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2852,0,47,2804, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2851,2538,128,10183, HumanWins,,Fri Apr 22 00:34:38 EDT 2022,2851,11178,208,11462, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2853,0,47,2805, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2852,2538,129,10183, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2852,11178,208,11463, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2854,0,47,2806, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2853,2538,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2853,11178,208,11464, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2855,0,47,2807, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2854,2539,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2854,11179,208,11464, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2856,0,47,2808, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2855,2540,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2855,11180,208,11464, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2857,0,47,2809, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2856,2541,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2856,11181,208,11464, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2858,0,47,2810, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2857,2542,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2857,11182,208,11464, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2859,0,47,2811, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2858,2543,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2858,11183,208,11464, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2860,0,47,2812, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2859,2544,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2859,11184,208,11464, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2861,0,47,2813, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2860,2545,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2860,11185,208,11464, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2862,0,47,2814, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2861,2546,129,10184, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2861,11185,208,11465, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2863,0,47,2815, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2862,2547,129,10184, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2862,11186,208,11465, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2864,0,47,2816, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2863,2547,129,10185, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2863,11187,208,11465, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2865,0,47,2817, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2864,2548,129,10185, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2864,11187,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2866,0,47,2818, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2865,2548,129,10186, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2865,11188,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2867,0,47,2819, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2866,2549,129,10186, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2866,11189,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2868,0,47,2820, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2867,2550,129,10186, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2867,11190,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2869,0,47,2821, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2868,2551,129,10186, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2868,11191,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2870,0,47,2822, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2869,2552,129,10186, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2869,11192,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2871,0,47,2823, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2870,2553,129,10186, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2870,11193,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2872,0,47,2824, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2871,2553,129,10187, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2871,11194,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2873,0,47,2825, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2872,2553,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2872,11195,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2874,0,47,2826, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2873,2554,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2873,11196,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2875,0,47,2827, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2874,2555,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2874,11197,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2876,0,47,2828, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2875,2556,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2875,11198,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2877,0,47,2829, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2876,2557,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2876,11199,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2878,0,47,2830, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2877,2558,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2877,11200,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2879,0,47,2831, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2878,2559,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2878,11201,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2880,0,47,2832, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2879,2560,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2879,11202,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2881,0,47,2833, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2880,2561,129,10188, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2880,11203,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2882,0,47,2834, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2881,2562,129,10188, conditionDraw,,Fri Apr 22 00:34:38 EDT 2022,2881,11204,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2883,0,47,2835, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2882,2562,129,10189, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2882,11205,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2884,0,47,2836, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2883,2563,129,10189, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2883,11206,208,11466, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2885,0,47,2837, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2884,2564,129,10189, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2884,11207,208,11466, conditionDraw
Fri Apr 22 00:34:29 EDT 2022,2886,0,47,2838, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2885,2565,129,10189, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2885,11207,208,11467, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2887,0,47,2839, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2886,2566,129,10189, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2886,11208,208,11467, MenaceWins
Fri Apr 22 00:34:29 EDT 2022,2888,0,47,2840, conditionDraw,,Fri Apr 22 00:34:33 EDT 2022,2887,2567,129,10189, MenaceWins,,Fri Apr 22 00:34:38 EDT 2022,2887,11209,208,11467, MenaceWins
